newspaper,publication_date,page,arrival_date,port_of_origin,date_of_departure_from_port_of_origin,port_and_date_of_call,type_of_ship,ship_flag,name_of_ship,tonnage_of_ship,name_of_captain,cargo_information,consignee_of_cargo,consignee_of_ship,intelligence,raw_text
MAR_SM,1895_1_9,3,Du 8 janvier,SAINT-TROPEZ,28 janv.,,bat,fr,JEUNESSE,de 24 tx,e. Flory,50 ix sable,à ordre,nav. au capitaine,,"SAINT-TROPEZ, 28 janv., bat. fr. JEUNESSE, de 24 tx. e. Flory, 50 ix sable à ordre: nav. au capitaine."
MAR_SM,1895_1_9,3,Du 8 janvier,SAINT TROPEZ,7 janv.,,vap,fr,MOSELLE,de 140 tx,e. Bouldouire,sur lest,,Cie Paquet,,"SAINT TROPEZ 7 janv.; vap. fr. MOSELLE, de 140 tx, e. Bouldouire, sur lest; Cie Paquet."
MAR_SM,1895_1_9,3,Du 8 janvier,SEBASTOPOL,20 déc.,"Théodosie, 24; Constantinople, 27: Dardanel'es, 28: Pirée, 30",vap,gree,BYZANTION,de 1575 tx,e. Courentis,1900 tx divers,p. divers,Cie Panbellénique,14 passagers.,"SEBASTOPOL, 20 déc.: Théodosie, 24; Constantinople, 27: Dardanel'es, 28: Pirée, 30, vap gree BYZANTION, de 1575 tx, e. Courentis, 1900 tx divers p. divers; Cie Panbellénique. 14 passagers."
MAR_SM,1895_1_10,3,Du 9 janvier.,ANVERS,13 déc.,"Porto, 22; Lisbonne, 24; Vallence, 1er janv; Barcelone, 4; Ceste, 7",vap,fr,SAINT-ANDRE,de 557 tx,cap. Moyon,avee 450 tx div.,p divers,nav. a MM. Gondrand frères,,"ANVERS, 13 déc.; Porto, 22; Lisbonne, 24; Va-lence, 1er janv; Barcelone, 4; Ceste, 7, vap. fr. SAINT-ANDRE, de 557 tx, cap. Moyon, avee 450 tx div. p divers; nav. a MM. Gondrand frères."
MAR_SM,1895_1_10,3,Du 9 janvier.,BERDIANSKA,10 nov.,"Constantinople, 19; Ca-tane, 11 déc.; Salins d'Hyères, 6 janv.",br,gree,HELENI CUPPA,de 276 1x,cap. Coloyonni,avec 500 tx blé,p. M. Cuppa,nav. au capitaine,,"BERDIANSKA, 10 nov.; Constantinople, 19; Ca-tane, 11 déc.; Salins d'Hyères, 6 janv., br. gree HELENI CUPPA, de 276 1x, cap. Coloyonni, avec 500 tx blé p. M. Cuppa: nav. au capitaine."
MAR_SM,1895_1_10,3,Du 9 janvier.,BONE,5 janv.,"Philippeville, 6",vap,,ORIENT,de 573 tx,cap Pietri,avee 20 tx div.,p. divers,nav. à MM. Calllol et Sainpierre,2 passagers.,"BONE 5 janv.: Philippeville, 6, vap. tr. ORIENT, de 573 tx, cap Pietri, avee 20 tx div. p. divers; nav. à MM. Calllol et Sainpierre; 2 passagers."
MAR_SM,1895_1_10,3,Du 9 janvier.,PORT-DE-BOUC,9 janv.,,bat,fr,SAINT-JEAN,24 1x,c. Bory,avec 30 tx morues,à ordre,nav. au capitaine,,"PORT-DE-BOUC, 9 janv., bat. fr. SAINT-JEAN, 24 1x, c. Bory, avec 30 tx morues à ordre; nav. au capitaine."
MAR_SM,1895_1_10,3,Du 9 janvier.,SEVILLE,25 dée.,"Huelva, 27; Cadix, 28: Algési-ras, 28; Malaga, 29; Almérie, 30; Carthagène, 31: Alicante, 1er janv.; Valence, 2; Barcelone, 5, Cette, 8",vap,esp,LA-GIRALDA,"1,201 tx",e. Nuchers,avec 90 tx div,p. divers,nav. à M. Hains,6 passagers,"SEVILLE, 25 dée.; Huelva, 27; Cadix, 28: Algési-ras, 28; Malaga, 29; Almérie, 30; Carthagène, 31: Alicante, 1er janv.; Valence, 2; Barcelone, 5, Cette, 8, vap. esp. LA-GIRALDA. 1,201 tx, e. Nuchers, avec 90 tx div. p. divers; nav. à M. Hains: 6 passagers."
MAR_SM,1895_1_10,3,Du 9 janvier.,SOUSSE,janv.,"Mehdia, 4",vap,,TELL,de 745 fx,Heit,avec 531 tx div.,p. divers,Cle Mixte,7 passagers.,"SOUSSE, janv.; Mehdia, 4: Tunis, 6, vap. tr. TELL, 745 fx. e. Heit, avec 531 tx div. p. divers; Cle Mixte, 7 passagers."
MAR_SM,1895_1_10,3,Du 9 janvier.,SUNDERLAND,21 dec.,,vap,alm,LICATA,960 tx,e J. Hoge,"avec 1,350 tx charbon",p. la Cie du Gaz,nav. à M. Frisch,Passé le détroit le 4 janvier.,"SUNDERLAND, 21 dec., vap. alm. LICATA, 960 tx, e J. Hoge, avec 1,350 tx charbon p. la Cie du Gaz: nav. à M. Frisch.- Passé le détroit le 4 janvier."
MAR_SM,1895_1_10,3,Du 9 janvier.,THEODOSIE,24 déc.,"Novorossisk, 25; Cavack, 28",vap,gr,CEPHALONIA,de 710 tx,cap. Pa palas,avec 1550 tx blé,p. M. Dreyfus,nav. au capitaine,,"THEODOSIE, 24 déc.: Novorossisk, 25; Cavack, 28, vap. gr. CEPHALONIA, de 710 tx, cap. Pa palas, avec 1550 tx blé p. M. Dreyfus; nav. au capitaine."
MAR_SM,1895_1_11,3,"ADE, 9 janv.",st. fr.,,,e.,,Souris,avec 98 tx div.,,,p. divers,Cie Fraissinet,,"st. fr. AUDE. 89 tx. e. Souris, avec 98 tx div. p. divers; Cie Fraissinet."
MAR_SM,1895_1_11,3,"ALEXAND IE, 12 dée",Port-Said,23,"Jaffa, 24 Beyrouth, 26, Tripoli. 26: Lattaquié, 27; Alexen- drette, 28: Meron, 29; Vathy, 1er janv.; Smyr- 5. Pirèn, 6.",vap,fr,SR- ne,1951 tx,e Negre,avec 416 ta div,p. di- vers,"Messageries, 17 passage",,"Port-Said, 23; Jaffa, 24 Beyrouth, 26, Tripoli. 26: Lattaquié, 27; Alexen- drette, 28: Meron, 29; Vathy, 1er janv.; Smyr- 5. Pirèn, 6. vap. fr. SR- ne, 3 janv.; Salonique, NEGAL, 1951 tx. e Negre, avec 416 ta div. p. di- vers; Messageries, 17 passage."
MAR_SM,1895_1_11,3,"ALGER, 8 janv.",,,,vap,fr,EUG PERK. RE,710 tx,c. Lots,avee 83 tx div,p. divers,Cleansatian- tique,71 passagers dont 14 mill-taires,"vap. fr. EUG PERK. RE, 710 tx, c. Lots, avee 83 tx div, p. divers: Cleansatian- tique; 71 passagers dont 14 mill-taires"
MAR_SM,1895_1_11,3,"ALGER, 8 janv.",st. fr.,"PAUL-EMILE, 432",,c.,,Sarzana,avec 90 tx div.,452 moutons.,20 bonuts,p. divers;,nav. à MM. Caillol et Saintpierre,passagers,"st. fr. PAUL-EMILE, 432 tr, c. Sarzana, avec 90 tx div., 452 moutons. 20 bonuts, p. divers; nav. à MM. Caillol et Saintpierre; passagers"
MAR_SM,1895_1_11,3,"BARCELONE, 15 déc.",Trieste,28,"Livourne, 3 janv.: Gênes, 7, st. ang.",e,,ASTURIAN-PRINCE,2032 tx,Burgees,avec 350 tx div. en transit,,nav. &M. Barry,,"Trieste, 28; Livourne, 3 janv.: Gênes, 7, st. ang. ASTURIAN-PRINCE, 2032 tx, e. Burgees, avec 350 tx div. en transit; nav. &M. Barry."
MAR_SM,1895_1_11,3,"CARDIFF, 28 dée",,,,st.,,ang. HOLDERNESS,de 1090 tx,e. Robson,avec 2020 tx charbon,p. la Société Commerciale,nav. au capitaine,Détroit 6 janv.,"st. ang. HOLDERNESS, 1090 tx, e. Robson, avec 2020 tx charbon p. la Société Commerciale; nav. au capitaine. Détroit 6 janv."
MAR_SM,1895_1_11,3,CETTE. 7 janv.,l'Estaque,10,,st,fr,OLBIA,,C. Jaubert,sur lest,,nav. à M. C. Fabre,,"l'Estaque, 10, st. fr. OLBIA, C. Jaubert, sur lest; nav. à M. C. Fabre."
MAR_SM,1895_1_11,3,GALATZ 22 déc.,Sulina,26,"Cavack, 28; Cons tantinople, 29",st.,ott.,STEPHANO-DANDREA,1166 tx,e. Stuch,avec 2400 tx orge et divers,p divers,nav. à M. Calvo,5 passagers.,"Sulina, 26: Cavack, 28; Cons tantinople, 29, st. ott. STEPHANO-DANDREA, 1166 tx, e. Stuch, avec 2400 tx orge et divers p divers: nav. à M. Calvo; 5 passagers."
MAR_SM,1895_1_11,3,"GENES, 9 janv.",: null,: null,,st,,fr. ARTOIS,526 tx,e. Bonnot,avec 154 tx div. en transit,,Société Générale,436 passagers,"st. fr. ARTOIS, 526 tx, e. Bonnot, avec 154 tx div. en transit; Société Générale; 436 passagers."
MAR_SM,1895_1_11,3,"LONDRES, 30 dée",Havre,1er janv.,"Rosas, 9",vap,fr,DOURO,1565 tx,e. Bernard,avec 140 x div.,p divers,Messageries Maritimes,,"Havre, 1er janv.; Rosas, 9, vap. fr. DOURO, 1565 tx, e. Bernard, avec 140 x div. p divers; Messageries Maritimes."
MAR_SM,1895_1_11,3,"MOGADOR, 20 déc.",Mazagan,3 janv.,"Casablanca, 3: Tanger, 5: Gibraltar, 5",vap,fr,LA-GAULE,857 tx,e. Bianchi,avec 100 tx div,p. divers,Cie Paquet,1 passager,"Mazagan, 3 janv.; Casablanca, 3: Tanger, 5: Gibraltar, 5, vap. fr. LA-GAULE, 857 tx, e. Bianchi, avec 100 tx div. p. divers; Cie Paquet: 1 passager."
MAR_SM,1895_1_11,3,"NEWCASTLE, 29 dée",st. ang.,,,abr,,ABRONA.,de 1400 tx,c. Ayers,avee 2500 tx charbon,p. la Cie du Gaz,nav. a MM. Watson et Parker,"Detroit, 6 janv.","st. ang. ABRONA. 1400 tx. c. Ayers, avee 2500 tx charbon p. la Cie du Gaz; nav. a MM. Watson et Parker. Detroit, 6 janv."
MAR_SM,1895_1_11,3,"NEW-YORK, 15 déc.",Gibraltar,2 janv.,"Naples, 7.",st,,Ir. ALESIA,1853 tr,e. Vallat,avec 1800 tx div.,p. divers,nav. à M. C. Pabre,2 passagers.,"Gibraltar, 2 janv.; Naples, 7. st. Ir. ALESIA, 1853 tr, e. Vallat, avec 1800 tx div. p. divers; nav. à M. C. Pabre: 2 passagers."
MAR_SM,1895_1_11,3,"ORAN, 6 janv.",.,fr,,st,,JEANNE-D,741 tx,e. Durand,avec 150 tx div.,p. divers,nav. & MM. Caillol et Saintpierre,20 passagers,"st. fr. JEANNE-D'ARC, 741 tx, e. Durand, avec 150 tx div.. 162 pores p. divers; nav. & MM. Caillol et Saintpierre: 20 passagers."
MAR_SM,1895_1_11,3,"STETTIN, 12 dec.",Copenhague,18,"Darmouth, 27; Valence, 3 janv.: Barcelone, 8",st,dan,B.-SUHR,948 tx,e. Koch,avee 600 tx div,p. di- vers,à MM. Alexander et Carr,,"Copenhague, 18; Darmouth, 27; Valence, 3 janv.: Barcelone, 8, st. dan. 0- B.-SUHR, 948 tx, e. Koch, avee 600 tx div. p. di- vers: pav. à MM. Alexander et Carr."
MAR_SM,1895_1_11,3,"TRIPOLI, 2 janv.",Djerbah,3,"Gabés, 3; Sfax, 4: Mehtia, 5; Sousse, 6; Tunis, 7",vap,fr,VILLE- DE-MADRID,805 tx,e. Marial,aver 614 tx div,p. divers,Cle Transatlantique,4 passagers dont 14 militaires,"Djerbah, 3; Gabés, 3; Sfax, 4: Mehtia, 5; Sousse, 6; Tunis, 7, vap. fr. VILLE- DE-MADRID, 805 tx, e. Marial, aver 614 tx div. p. divers: Cle Transatlantique; 4 passagers dont 14 militaires."
MAR_SM,1895_1_12,3,Du 11 janvier,AGDE,10 janv,"Cette, 11",vap,fr,LOUIS-C.,de 88 tx,cap. Azibert,avec 150 tx div.,p. divers,nav. à la Cie Castaldi,,"AGDE. 10 janv.; Cette, 11, vap. fr. LOUIS-C., de 88 tx, cap. Azibert, avec 150 tx div. p. divers; nav. à la Cie Castaldi."
MAR_SM,1895_1_12,3,Du 11 janvier,AJACCIO,9 janv.,,vap,,TAURUS,1.029 tx,c. Loubatière,avec 3 tx div.,p. divers,Cie Fraissinet,27 passagers.,"AJACCIO, 9 janv., vap. tr. TAURUS, 1.029 tx, c. Loubatière, avec 3 tx div. p. divers; Cie Fraissinet: 27 passagers."
MAR_SM,1895_1_12,3,Du 11 janvier,ARZEW,6 janv.,"Oran, 7: Port-Vendres, 9; Cette, 10",vap.,fr.,VILLE-DE-TUNIS,"de-TUNIS, 924 tx,","e. Cons tant,",avee 242 tx div.,p. divers;,Cie Transatlantique:,8 passagers.,"ARZEW, 6 janv.; Oran, 7: Port-Vendres, 9; Cette, 10, vap. fr. VILLE-DE-TUNIS, 924 tx, e. Cons tant, avee 242 tx div. p. divers; Cie Transatlantique: 8 passagers."
MAR_SM,1895_1_12,3,Du 11 janvier,BILBAO,6 déc.,"Santander, 11: Cadix, 20: Algésiras, 24; Malaga, 26: Carthagène, 29; Alicante, 31: Barcelone, 4 janv.; Palamos, 5: Port-Vendres, 10; Cette, 10",vap,esp,CABO-SAN-VICENTE,de 1167 tx,cap. Garrastaza,avec 200 tx divers,p. divers,nav. à MM. Rodrigues Ely frères,,"BILBAO, 6 déc.; Santander, 11: Cadix, 20: Algésiras, 24; Malaga, 26: Carthagène, 29; Alicante, 31: Barcelone, 4 janv.; Palamos, 5: Port-Vendres, 10; Cette, 10, vap. esp. CABO-SAN-VICENTE. de 1167 tx, cap. Garrastaza. avec 200 tx divers p. divers; nav. à MM. Rodrigues Ely frères"
MAR_SM,1895_1_12,3,Du 11 janvier,BONE,8 janv.,,vap,fr,SAINT-AUGUSTIN,794 tx,e. Aillet,avec 266 tx div,p. divers,Cie Transatlantique,"50 passagers, dont 23 militaires.","BONE, 8 janv., vap. fr. SAINT-AUGUSTIN, 794 tx, e. Aillet, avec 266 tx div p. divers; Cie Transatlantique; 50 passagers, dont 23 militaires."
MAR_SM,1895_1_12,3,Du 11 janvier,BONE,9 janv.,,vap,fr,LANGUEDOC,"de LANGUEDOC, 845 tx",cap. Jouve,avec 1.500 tx mineral,à ordre,nav. à la Seeiété Générale,,"BONE, 9 janv., vap. fr. LANGUEDOC, 845 tx. e. Jouve, avec 1.500 tx mineral à ordre; nav. à la Seeiété Générale,"
MAR_SM,1895_1_12,3,Du 11 janvier,BUENOS AYRES,6 déc.,"Montevideo, 8; Saint-Vincent, 26; Barcelone, 8 janv.; Cette, 10",vap,fr,PICTAVIA,1208 tx,cap. Coste,"avec 150 fx divers, 60 boeufs",p. divers,nav. à MM. Cyprien Fabre,,"BUENOS AYRES, 6 déc.; Montevideo, 8; Saint-Vincent, 26; Barcelone, 8 janv.; Cette, 10, vap fr. PICTAVIA. 1208 tx. cap. Coste, avec 150 fx divers, 60 boeufs p. divers; nav. à MM. Cyprien Fabre"
MAR_SM,1895_1_12,3,Du 11 janvier,CANNES,6 janv,"Antibes, 7; Nice, 10; Saint-Tropez, 10",vap,fr,FRANÇOIS-MARIE,140 tx,e. Azibert,avec 50 tx div,p. divers,nav. à M. Castaldi,,"CANNES, 6 janv.; Antibes, 7; Nice, 10; Saint-Tropez, 10, vap. fr. FRANÇOIS-MARIE, 140 tx, e. Azibert, avec 50 tx div. p. divers; nav. à M. Castaldi."
MAR_SM,1895_1_12,3,Du 11 janvier,CANNES,9 janv.,"Nice, 10",vap,fr,BLIDAH,266 Ix,e. Barrau,avee 86 tx div,p. divers,Cie Fraissinet,4 passagers,"CANNES, 9 janv.; Nice, 10, vap. fr. BLIDAH, 266 Ix, e. Barrau, avee 86 tx div. p. divers; Cie Fraissinet; 4 passagers."
MAR_SM,1895_1_12,3,Du 11 janvier,GIBRALTAR,9 janv.,,à vap.,ang,SAGITTA,de 231 tx,c. Smith,sur lest,,nav. à M. Ray-Miller,,"GIBRALTAR, 9 janv., yacht à vap. ang SAGITTA, de 231 tx, c. Smith, sur lest; nav. à M. Ray-Miller."
MAR_SM,1895_1_12,3,Du 11 janvier,LA NOUVELLE,10 janv.,"Cette, 10",vap,fr,MEDEAH,230 tx,e. Ramade,avec 140 tx div.,p. divers Cie Fraissinet,,2 passagers.,"LA NOUVELLE, 10 janv.; Cette, 10, vap. fr. MEDEAH, 230 tx, e. Ramade, avec 140 tx div. p. divers Cie Fraissinet; 2 passagers."
MAR_SM,1895_1_12,3,Du 11 janvier,: LA NOUVELLE,10 janv.,,br.-goel.,it.,BURLAMACHI,de 119 tx,cap. Rossi,sur lest,,nav. au capitaine,,"LA NOUVELLE, 10 janv., br.-goel. it. BURLAMACHI, de 119 tx, cap. Rossi, sur lest; nav. au capitaine."
MAR_SM,1895_1_12,3,Du 11 janvier,LIVOURNE,9 janv.,Bastia. 10,vap.,fr.,VILLE-DE-BASTIA,de-328-tx,e. Alexandrini,aver 87 tx div.,p divers,Cie Fraissinet,"53 passagers, dont 2 militaires.","LIVOURNE, 9 janv.; Bastia. 10, vap. fr. VILLE-DE-BASTIA, 328 tx, e. Alexandrini, aver 87 tx div. p divers; Cie Fraissinet; 53 passagers, dont 2 militaires."
MAR_SM,1895_1_12,3,Du 11 janvier,MALAGA,1er janv.,"Almèrie, 2; Alicante, 4; Valence, 5; Cette, 6",vap,esp,MARTOS,1.016 tx,c. Vives,avee 148 tx div.,p. divers,nav. à M. Artaud,3 passagers.,"MALAGA, 1er janv.; Almèrie, 2; Alicante, 4; Valence, 5; Cette, 6, vap, esp. MARTOS, 1.016 tx, c. Vives, avee 148 tx div. p. divers; nav. à M. Artaud: 3 passagers."
MAR_SM,1895_1_12,3,Du 11 janvier,ORAN,9 janv.,,vap.,fr.,VILLE-DE-NAPLES,de 836 tx,cap. Letrane,avec 219 tx div.,p. divers,nav. à la Cie Transatlantique,83 passagers dont 44 militaires.,"ORAN, 9 janv., vap. fr. VILLE-DE-NAPLES, de 836 tx, cap. Letrane, avec 219 tx div. p. divers; nav. à la Cie Transatlantique: 83 passagers dont 44 militaires."
MAR_SM,1895_1_12,3,Du 11 janvier,PORT DE BOUG,11 janv,,cutter,fr,JEUNE-AUGUSTINE,de 24 tx,cap. Queirel,avec 20 tx morues en transit,,nav. au capitaine.,,"PORT DE BOUG, 11 janv. cutter fr. JEUNE-AUGUSTINE, de 24 tx, cap. Queirel, avec 20 tx morues en transit; nav. au capitaine."
MAR_SM,1895_1_12,3,Du 11 janvier,PORT-VENDRES,10 janv.,,vap,fr,SYRIA,678 tx,e. Bouleue,avec i50 tx div.,p. divers,Cie Mixte,5 passagers.,"PORT-VENDRES, 10 janv., vap. fr. SYRIA, 678 tx, e. Bouleue, avec i50 tx div. p. divers; Cie Mixte: 5 passagers."
MAR_SM,1895_1_12,3,Du 11 janvier,SUNDERLAND,28 janv.,,vap,ang,MARY-THOMAS,1.397 tx,e. Mathias,avee 2.400 tx charbon,p la Cie du Gaz,nav. à M. Frisch,détroit le 6 courant,"SUNDERLAND, 28 janv., vap. ang. MARY-THOMAS. 1.397 tx. e. Mathias, avee 2.400 tx charbon p la Cie du Gaz; nav. à M. Frisch; détroit le 6 courant."
MAR_SM,1895_1_12,3,Du 11 janvier,YOKOHAMA,17 nov.,"Kobé, 18; Shanghal, 8 dée.; Salgon, 16; Singapore, 15: Colombo, 23; Aden, 30: Suez, 3 janv.; Port Said, 4: Alexandrie, 5; La Ciotat, 10",vap.,fr.,CALEDONIEN,2 373 tx,e. Flandia,avee 2.400 tx div.,p. divers,nav. aux Messageries Maritimes,"77 passagers, dont 15 militaires.","YOKOHAMA, 17 nov.; Kobé, 18; Shanghal, 8 dée.; Salgon, 16; Singapore, 15: Colombo, 23; Aden, 30: Suez, 3 janv.; Port Said, 4: Alexandrie, 5; La Ciotat, 10, vap. fr. CALEDONIEN, 2 373 tx, e. Flandia, avee 2.400 tx div. p. divers; nav. aux Messageries Maritimes; 77 passagers, dont 15 militaires."
MAR_SM,1895_1_13,3,janvier,ALGER,10 janv.,,vap,,VILLE-D'ALGER,de 679 tx,e. Perdrigeon,avec 145 tx div.,p. divers;,nav. à la Cie Transatlantique,"56 passagers, dont 5 militaires.","ALGER, 10 janv., vap. Ir. VILLE-D'ALGER, de 679 tx, e. Perdrigeon, avec 145 tx div. p. divers; nav. à la Cie Transatlantique: 56 passagers, dont 5 militaires."
MAR_SM,1895_1_13,3,janvier,ALGER,4 janv.,"Bougie, 5; Philippeville, 6; Bone, 7: Bizerte, 8; Tunis, 9",vap,fr,CETTORI,de 622 tx,e. Bastiani,avec 170 tx div,p. divers,nav. à la Cie Transatlantique,"27 passagers, dont 10 militaires","ALGER, 4 janv. Bougie, 5; Philippeville, 6; Bone, 7: Bizerte, 8; Tunis, 9, vap. fr. CETTORI, de 622 tx, e. Bastiani, avec 170 tx div. p. divers; nav. à la Cie Transatlantique; 27 passagers, dont 10 militaires"
MAR_SM,1895_1_13,3,janvier,BATOUM,30 déc.,"Trébizonde, 31; Kerassuade, 1er janv.; Samsoum, 2; Constantinople, 4; Dardanelles, 5; Syra, 6",vap,,TIGRE,de 1711 tx,e. Reméès,avec 980 tx div,p. divers,nav. aux Messageries Maritimes,4 passagers,"BATOUM, 30 déc.: Trébizonde, 31; Kerassuade, 1er janv.: Samsoum, 2: Constantinople, 4; Dardanelles, 5; Syra, 6, vap. Ir. TIGRE. de 1711 tx, e. Reméès, avec 980 tx div. p. divers; nav. aux Messageries Maritimes; 4 passagers."
MAR_SM,1895_1_13,3,janvier,BORDEAUX,28 dée.,"Oran, 5 janv.: Alger, 10,",st. fr.,,CALVADOS,778 tx,e. Giron,avec 300 tx div.,p. divers;,Cie Transatlantique.,,"BORDEAUX, 28 dée.; Oran, 5 janv.: Alger, 10, st. fr. CALVADOS, 778 tx, e. Giron, avec 300 tx div. p. divers; Cie Transatlantique."
MAR_SM,1895_1_13,3,janvier,CALVI,10 janv.,"Ile Rousse, 10",vap,fr,MARIE-LOUISE,de 368 tx,e. Arnaud,avec 10 tx div.,p. di ers,nav. à la Cie Praissinet,12 passagers.,"CALVI. 10 janv.; Ile Rousse, 10, vap. fr. MARIE-LOUISE, de 368 tx, e. Arnaud, avec 10 tx div. p. di ers; nav. à la Cie Praissinet; 12 passagers."
MAR_SM,1895_1_13,3,janvier,CASSIS,11 janv.,,bk,fr,MARIE-ANTOINETTE,de 45 tx,e. Tialère,avec 90 tx terre réfractaire,à ordre,nav. a M. Mouren,,"CASSIS, 11 janv., bk fr. MARIE-ANTOINETTE, de 45 tx, e. Tialère, avec 90 tx terre réfractaire, à ordre; nav. a M. Mouren."
MAR_SM,1895_1_13,3,janvier,CETTE,11 janv.,,vap,,DURANCE,de 283 tx,e. Grondone,avee 3 tx div,p. divers,nav. à la Cie Fraissinet,2 passagers,"CETTE, 11 janv., vap. Ir. DURANCE, de 283 tx, e. Grondone, avee 3 tx div. p. divers; nav. à la Cie Fraissinet; 2 passagers."
MAR_SM,1895_1_13,3,janvier,": 11 janv., st. fr.",: 11 janv.,,: 741 ,,JEANNE-D'ARC,"de, 741 tx",e. Durand,sur lest,,nav. à MM. Caillol et Saint-pierre,,"CETTE. 11 janv., st. fr. JEANNE-D'ARC, 741 tx, e. Durand; sur lest; nav. à MM. Caillol et Saint-pierre."
MAR_SM,1895_1_13,3,janvier,CONSTANTINOPLE,29 déc.,"Dardanelles, 30; Smyrne, 31; Le Pirée, 3 janv.",vap,fr,ALPHER,de 998 tx,e. Mattel,avec 700 tx div,p. divers,nav. aux Messageries Maritimes,& passagers.,"CONSTANTINOPLE, 29 déc.; Dardanelles, 30; Smyrne, 31; Le Pirée, 3 janv., vap. fr. ALPHER, de 998 tx, e. Mattel, avec 700 tx div. p. divers; nav. aux Messageries Maritimes; & passagers."
MAR_SM,1895_1_13,3,janvier,FIUME,31 dée,"Malte, 4 janv.; Messine, 6; Naples, 9",st,,CAROLA,513 tx,e. Peterdi,avec 60 tx div.,p. divers,nav. à M. Ph. Perella,5 passagers,"FIUME, 31 dée; Malte, 4 janv.; Messine, 6: Naples, 9. st. aut CAROLA, 513 tx, e. Peterdi, avec 60 tx div. p. divers; nav. à M. Ph. Perella: 5 passagers."
MAR_SM,1895_1_13,3,janvier,KOTONOU,25 dée.,"Grand-Bassam, 27; Konakry, 3 janv.; Dakar, 5; Las Palmas, 6",st.,fr.,TIBET,1506 tx,e. Litardi,avec 800 tx div.,pour div.,Cie Fraissinet,,"KOTONOU, 25 dée.; Grand-Bassam, 27; Konakry, 3 janv.; Dakar, 5; Las Palmas, 6, st. fr. TIBET, 1506 tx, e. Litardi, avec 800 tx div. pour div.; Cie Fraissinet."
MAR_SM,1895_1_13,3,janvier,KURRACHEE,22 déc.,"Suez, 4 janv.; Port-Sald, 5,",ang.,,BUFFORD-HALL.,2486 tx,"e. Fossier,","avec 5000 tx div,",en transit;,nav. a MM. Watson et Parker:,12 passagers.,"KURRACHEE, 22 déc.; Suez, 4 janv.; Port-Sald, 5, st. ang. BUFFORD-HALL. 2486 tx, e. Fossier, avec 5000 tx div, en transit; nav. a MM. Watson et Parker: 12 passagers."
MAR_SM,1895_1_13,3,janvier,.a nouvelle,11 janv,,st,fr,anais-c,", 145 tx",c. Bonnot,avec 60 tx div.,p. div.,nav. à M. Castaldi,,"LA NOUVELLE, 11 janv., st. fr. ANAIS-C., 145 tx, c. Bonnot, avec 60 tx div. p. div.; nav. à M. Castaldi."
MAR_SM,1895_1_13,3,janvier,>LES BORMETTES,9 janv,,chal,fr,TEIL,de 141 tx,e. Dalles,avee 200 tx mineral,p. M. Talon,alasi que le navire,,"LES BORMETTES, 9 janv., chal. fr. TEIL, de 141 tx, e. Dalles, avee 200 tx mineral, p. M. Talon, alasi que le navire."
MAR_SM,1895_1_13,3,janvier,: LES BORMETTES,9 janv.,,chal.,ff.,PHARO,de 175 tx,e. Raffin,avec 200 tx minerai,p. M. Talon,ainsi que le navire,,"LES BORMETTES, 9 janv., chal. ff. PHARO, de 175 tx, e. Raffin, avec 200 tx minerai, p. M. Talon, ainsi que le navire."
MAR_SM,1895_1_13,3,janvier,PHILIPPEVILLE,5 janv.,"Bougie, 7",st,,ANJOU,414 tx,e. Payan,avec 30 tx div.,p. divers,,3 passagers,"PHILIPPEVILLE, 5 janv.; Bougie, 7, st. fr. ANJOU, 414 tx, e. Payan, avec 30 tx div. p. divers; 3 passagers."
MAR_SM,1895_1_13,3,janvier,PORT-DE-BOUC,10 janv.,,chal,fr,N 16,de 133 tx,e. Costa,avee 260 tx charbon,pour la Cie des Agglomérés,ainsi que le navire,,"PORT-DE-BOUC, 10 janv., chal. fr. N 16, de 133 tx, e. Costa, avee 260 tx charbon, pour la Cie des Agglomérés, ainsi que le navire."
MAR_SM,1895_1_13,3,janvier,: PORT-LIMON,12 déc.,"Colon, 14; Carthagène, 16; Curaçao, 18; Porto-Cabello, 19; La Guayra, 20; Fort-de-France, 24; Teneriffe, 5 janv.; Barcelone, 11, st.",fr.,,VILLE-DE-BORDEAUX,1089 tx,e. Cambernon,avec 4000 1x div.,p. divers.,Cie Transatlantique,42 passagers,"PORT-LIMON, 12 déc.; Colon, 14; Carthagène, 16; Curaçao, 18; Porto-Cabello, 19; La Guayra, 20; Fort-de-France, 24; Teneriffe, 5 janv.; Barcelone, 11, st. fr. VILLE-DE-BORDEAUX, 1089 tx, e. Cambernon, avec 4000 1x div. p. divers.; Cie Transatlantique 42 passagers"
MAR_SM,1895_1_13,3,janvier,SAINT-CHAMAS,3 janv.,"Port de-Bouc, 7; Carro, 11",bk,fr.,1RANQUILLE,de 21 tx,e. Roisecco,avec 48 tx farine,p. M. Moulin,nav. au capitaine,,"SAINT-CHAMAS, 3 janv.; Port de-Bouc, 7; Carro, 11, bk fr. 1RANQUILLE, de 21 tx, e. Roisecco, avec 48 tx farine, p. M. Moulin; nav. au capitaine."
MAR_SM,1895_1_13,3,janvier,TOULON,11 janv.,,vap,fr,PERGAME,de 81 tx,e Juliani,avec 2 tx tits vides,à ordre,nav. à M. Castaldi,,"TOULON, 11 janv., vap. fr. PERGAME, de 81 tx, e Juliani, avec 2 tx tits vides, à ordre; nav. à M. Castaldi."
